연번,구직등록일,연령,희망지역,희망직종,희망임금,장애유형,중증여부,기관분류
263,2022-01-03,32,부산광역시,사회복지사,(시급)9160,청각장애,중증,공단
264,2022-01-03,66,서울 구로구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
265,2022-01-03,67,경남 김해시,기계·금속 분야 단순 종사원,(시급)9120,지체장애,중증,공단
266,2022-01-03,52,충북 청주시,관광 및 통근·통학·학원 및 기타 버스 운전원,(시급)9160,지체장애,경증,공단
267,2022-01-03,59,부산 영도구,도로 운송 사무원(배차사무 포함),(시급)10000,지체장애,중증,공단
268,2022-01-03,55,충북 청주시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
269,2022-01-03,67,인천 미추홀구,공예원,(시급)9160,지체장애,중증,공단
270,2022-01-03,44,서울 동작구,사무 보조원(일반사업체),(시급)9160,언어장애,경증,공단
271,2022-01-03,52,서울 양천구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,지체장애,경증,공단
272,2022-01-04,48,세종특별자치시,자동차 부분품 조립·검사원,(시급)9160,지체장애,경증,공단
273,2022-01-04,51,대전광역시,기타 전자 부품·제품 조립·검사원,(월급)2000000,지체장애,중증,공단
274,2022-01-04,52,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
275,2022-01-04,46,광주 북구,생산·품질 사무원 및 관리원(그 외 분야),(시급)8720,지적장애,중증,공단
276,2022-01-04,45,충북 진천군,전산자료 입력원(DB·단순자료),(시급)9160,뇌병변장애,중증,공단
277,2022-01-04,50,경남 창원시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
278,2022-01-04,54,전남 목포시,사무 보조원(일반사업체),(시급)9160,정신장애,중증,공단
279,2022-01-04,55,대구 달성군,안마사,(시급)9160,시각장애,경증,공단
280,2022-01-04,39,전북 전주시,방역원(해충퇴치원 포함),(시급)9160,뇌병변장애,중증,공단
281,2022-01-04,65,전남 목포시,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
282,2022-01-04,69,강원 춘천시,음료 조리사(바리스타 포함),(시급)9160,시각장애,경증,공단
283,2022-01-04,46,강원 춘천시,하역·적재 종사원,(시급)9160,지적장애,중증,공단
284,2022-01-04,55,울산 중구,음료 조리사(바리스타 포함),(시급)9160,지체장애,경증,공단
285,2022-01-04,51,전남 목포시,사무 보조원(공공기관),(시급)9160,정신장애,중증,공단
286,2022-01-04,51,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,언어장애,경증,공단
287,2022-01-04,63,경기 성남시,환경 미화원,(시급)9160,시각장애,경증,공단
288,2022-01-04,44,서울 강동구,매장 정리원(매장 보조원),(시급)8720,지적장애,중증,공단
289,2022-01-04,59,울산 남구,안마사,(월급)2000000,시각장애,경증,공단
290,2022-01-04,43,인천광역시,안마사,(월급)2000000,시각장애,경증,공단
291,2022-01-04,36,광주 광산구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
292,2022-01-04,76,광주 북구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,경증,공단
293,2022-01-04,49,충남 금산군,지게차 운전원,(시급)9160,뇌병변장애,경증,공단
294,2022-01-04,53,경기 오산시,재가 요양보호사,(월급)3000000,청각장애,경증,공단
295,2022-01-04,47,울산 중구,직업 운동선수,(시급)9160,지체장애,경증,공단
296,2022-01-04,39,충북 충주시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
297,2022-01-04,48,인천 계양구,안마사,(시급)9160,시각장애,경증,공단
298,2022-01-04,68,경기 안산시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,중증,공단
299,2022-01-04,36,대구 남구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)8720,지적장애,중증,공단
300,2022-01-04,38,경남 마산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)8720,지적장애,중증,공단
301,2022-01-04,42,경기 파주시,환경 미화원,(시급)9160,지적장애,중증,공단
302,2022-01-04,55,대구 수성구,사무 보조원(일반사업체),(시급)9160,지체장애,경증,공단
303,2022-01-04,30,전남 목포시,기타 예능 강사(바둑·웅변·연기·꽃꽂이·종이접기 등),(시급)9160,청각장애,중증,공단
304,2022-01-04,48,경북 김천시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)8720,지적장애,중증,공단
305,2022-01-04,36,서울 성동구,귀금속·보석 세공원,(월급)2000000,지적장애,중증,공단
306,2022-01-04,40,광주 광산구,사무 보조원(공공기관),(시급)9160,정신장애,중증,공단
307,2022-01-04,65,충북 청주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,국가유공,중증,공단
308,2022-01-04,69,서울 강동구,청소원,(월급)1200000,뇌병변장애,경증,공단
309,2022-01-04,50,대전 동구,환경·청소 관리자,(시급)9160,정신장애,중증,공단
310,2022-01-04,29,부산 남구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
311,2022-01-04,44,강원 속초시,병원행정 사무원(원무),(월급)1000000,뇌전증장애,경증,공단
312,2022-01-04,58,전남 여수시,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
313,2022-01-04,30,경기 화성시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,정신장애,중증,공단
314,2022-01-04,66,충북 제천시,관광 및 통근·통학·학원 및 기타 버스 운전원,(시급)8720,청각장애,경증,공단
315,2022-01-04,29,대전 대덕구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
316,2022-01-04,28,울산 남구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9120,지적장애,중증,공단
317,2022-01-04,29,부산 동래구,병원 급식 조리사,(시급)9160,지적장애,중증,공단
318,2022-01-04,35,경북 김천시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
319,2022-01-04,29,경기 광주시,사무 보조원(일반사업체),(시급)9160,정신장애,중증,공단
320,2022-01-04,27,인천 강화군,사무 보조원(공공기관),(시급)9160,시각장애,중증,공단
321,2022-01-04,28,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
322,2022-01-04,27,대전 중구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
323,2022-01-04,28,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
324,2022-01-04,26,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
325,2022-01-04,62,경남 창원시 마산합포구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
326,2022-01-04,27,광주 광산구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지적장애,중증,공단
327,2022-01-04,29,광주 광산구,사무 보조원(공공기관),(시급)8720,지적장애,중증,공단
328,2022-01-04,26,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
329,2022-01-04,25,경북 포항시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
330,2022-01-04,59,대전 대덕구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,시각장애,경증,공단
331,2022-01-04,25,울산 울주군,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
332,2022-01-04,25,전남 순천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
333,2022-01-04,25,충남 아산시,게임 디자이너,(시급)9160,청각장애,경증,공단
334,2022-01-04,42,대구 서구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
335,2022-01-04,60,울산 동구,안마사,(시급)9160,시각장애,중증,공단
336,2022-01-04,25,경기 파주시,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",(시급)9160,지적장애,중증,공단
337,2022-01-04,29,대전 동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,시각장애,경증,공단
338,2022-01-04,26,경남 창원시 마산회원구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
339,2022-01-04,27,충남 공주시,정부·공공 행정 전문가,(시급)9160,지체장애,경증,공단
340,2022-01-04,22,대구 북구,직업 운동선수,(월급)1500000,지적장애,중증,공단
341,2022-01-04,23,울산 중구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
342,2022-01-04,23,서울 은평구,항공 운송 사무원,(월급)2000000,지적장애,중증,공단
343,2022-01-04,54,전남 목포시,사무 보조원(일반사업체),(시급)9160,지체장애,경증,공단
344,2022-01-04,23,강원 강릉시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
345,2022-01-04,23,대전 중구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
346,2022-01-04,22,전남 광양시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
347,2022-01-04,23,전남 순천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
348,2022-01-04,60,경기 광주시,안마사,(시급)9160,신장장애,중증,공단
349,2022-01-04,22,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
350,2022-01-04,53,울산 중구,직업 운동선수,(월급)1500000,지체장애,경증,공단
351,2022-01-04,26,경기 부천시,병원 코디네이터,(시급)8720,지적장애,중증,공단
352,2022-01-04,51,울산 중구,직업 운동선수,(월급)1500000,지체장애,경증,공단
353,2022-01-04,42,인천 연수구,사무 보조원(일반사업체),(시급)9160,지체장애,경증,공단
354,2022-01-04,60,충남 아산시,재가 요양보호사,(월급)1850000,지체장애,경증,공단
355,2022-01-04,21,경남 창원시 마산합포구,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
356,2022-01-04,22,대전 대덕구,병원행정 사무원(원무),(시급)9160,지적장애,중증,공단
357,2022-01-04,31,충남 천안시,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
358,2022-01-04,25,경북 김천시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
359,2022-01-04,30,전남 광양시,사무 보조원(공공기관),(월급)1920000,신장장애,경증,공단
360,2022-01-04,49,경기 화성시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,신장장애,경증,공단
361,2022-01-04,71,울산 중구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
362,2022-01-04,61,울산 중구,안마사,(월급)3000000,시각장애,중증,공단
363,2022-01-04,70,전남 목포시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지체장애,경증,공단
364,2022-01-04,24,대구 동구,사무 보조원(공공기관),(시급)9160,청각장애,중증,공단
365,2022-01-04,52,전남 여수시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,중증,공단
366,2022-01-04,46,인천 강화군,사무 보조원(공공기관),(시급)9160,뇌병변장애,경증,공단
367,2022-01-04,22,서울 마포구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
368,2022-01-04,53,전북 전주시,사무 보조원(공공기관),(월급)1920000,시각장애,경증,공단
369,2022-01-04,21,경기 안양시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
370,2022-01-04,22,충남 천안시,음료 조리사(바리스타 포함),(월급)1850000,지적장애,중증,공단
371,2022-01-04,61,서울 서초구,주차 관리·안내원,(시급)9160,청각장애,경증,공단
372,2022-01-04,37,전북 군산시,국가·지방행정 사무원,(시급)9160,지체장애,경증,공단
373,2022-01-04,21,경남 창원시,음료 조리사(바리스타 포함),(시급)9160,자폐성장애,중증,공단
374,2022-01-04,64,울산 울주군,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,중증,공단
375,2022-01-04,49,전남 함평군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,신장장애,경증,공단
376,2022-01-04,23,충남 천안시,일반 음식점 서빙원,(월급)1850000,자폐성장애,중증,공단
377,2022-01-04,26,경기 성남시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
378,2022-01-04,56,전남 목포시,사무 보조원(일반사업체),(시급)9160,뇌병변장애,경증,공단
379,2022-01-04,62,경기 안산시 상록구,청소원,(월급)2000000,뇌병변장애,경증,공단
380,2022-01-04,46,충남 공주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)2000000,뇌전증장애,경증,공단
381,2022-01-04,19,경기 안산시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
382,2022-01-04,26,울산 동구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
383,2022-01-04,22,충남 당진시,기타 직물·신발 기계 조작원 및 조립원,(시급)9160,지적장애,중증,공단
384,2022-01-04,62,충남 공주시,경비원(건물 관리원),0,정신장애,중증,공단
